NPI Number,Hospital Name,IDN
1134170566,Jack H Skirball Health Center (FKA Motion Picture & Television Hospital - Closed - No Longer Offers Inpatient Services),UCLA Health System (AKA UCLA Health)
1134274897,West Los Angeles Medical Center,Kaiser Permanente Southern California
1477608271,Baldwin Park Medical Center,Kaiser Permanente Southern California
1023000569,Whittier Hospital Medical Center,AHMC Healthcare
1780676221,Monterey Park Hospital,AHMC Healthcare
1730171265,Garfield Medical Center,AHMC Healthcare
1346232881,Greater El Monte Community Hospital,AHMC Healthcare
1336328244,Centinela Hospital Medical Center,Prime Healthcare Services
1942269725,Cedars-Sinai Marina Del Rey Hospital,Cedars-Sinai Health System
1245371343,Olympia Medical Center (Closed),Alecto Healthcare Services (Closed)
1821250762,Providence Cedars-Sinai Tarzana Medical Center,Providence Health & Services - Southern California (FKA Providence Health & Services - California)
1427293216,LA Downtown Medical Center - Downtown Campus (FKA Silver Lake Medical Center - Downtown Campus),LA Downtown Medical Center
1184773202,Miracle Mile Medical Center (Closed),
1205925054,Southern California Hospital at Culver City (FKA Hollywood Community Hospital at Brotman Medical Center),Southern California Hospital
1750491247,Sherman Oaks Hospital,Prime Healthcare Services Foundation
1003866468,Community Hospital Long Beach (FKA MemorialCare Community Medical Center Long Beach - Closed),
1326097775,West Los Angeles VA Medical Center,VA Desert Pacific Healthcare Network (VISN 22)
1780668434,Henry Mayo Newhall Hospital,
1639172372,Cedars-Sinai Medical Center,Cedars-Sinai Health System
1043373053,Pacific Gardens Medical Center (FKA Gardens Regional Hospital and Medical Center - Closed),American Advanced Management Group (FKA American Specialty Healthcare)
1184655581,Lakewood Regional Medical Center,Tenet Health Pacific Coast
1740447945,San Dimas Community Hospital,Prime Healthcare Services
1992733513,Emanate Health Foothill Presbyterian Hospital (FKA Foothill Presbyterian Hospital),Emanate Health (FKA Citrus Valley Health Partners)
1417957473,East Los Angeles Doctors Hospital,Pipeline Health LLC
1639195175,Los Angeles Metropolitan Medical Center - LA Campus (Closed 2013-04-01),Pacific Health Corporation (Closed)
1770728438,USC Norris Comprehensive Cancer Center (AKA USC Norris Cancer Hospital),Keck Medicine of USC (AKA USC Health)
1922001809,Los Angeles Community Hospital,Alta Los Angeles Hospitals (AKA Alta Hospitals System)
1295880912,Woodland Hills Medical Center,Kaiser Permanente Southern California
1952546616,Keck Hospital of USC (FKA USC University Hospital),Keck Medicine of USC (AKA USC Health)
1750365375,Mission Community Hospital,
1881656460,Pacific Alliance Medical Center (Closed),
1285845982,Olive View - UCLA Medical Center,Los Angeles County Health Services (FKA Los Angeles County Department of Health Services)
1366419517,Antelope Valley Medical Center (FKA Antelope Valley Hospital),
1669673646,Madera Community Hospital (Closed),
1194895227,San Rafael Medical Center,Kaiser Permanente Northern California
1396725677,MarinHealth Medical Center (FKA Marin General Hospital),
1104059153,Novato Community Hospital,Sutter Health
1184662652,John C Fremont Healthcare District,
1356339543,Adventist Health Howard Memorial (FKA Frank R Howard Memorial Hospital),Adventist Health (AKA Adventist Health System/West)
1538113725,Adventist Health Mendocino Coast (AKA Mendocino Coast District Hospital),Adventist Health (AKA Adventist Health System/West)
1235120676,Adventist Health Ukiah Valley (FKA Ukiah Valley Medical Center),Adventist Health (AKA Adventist Health System/West)
1518018191,Mercy Medical Center Merced,Dignity Health
1366896300,Memorial Hospital Los Banos,Sutter Health
1801973052,Surprise Valley Community Hospital,
1750384079,Salinas Valley Health (FKA Salinas Valley Memorial Hospital),
1205863255,Natividad Medical Center,
1932197258,Community Hospital of the Monterey Peninsula (AKA Montage Health),
1245420660,Mee Memorial Hospital (FKA George L Mee Memorial Hospital),
1235218785,Providence Queen of the Valley Medical Center,Providence Health & Services - Northern California (FKA St Joseph Health)
1720078082,Adventist Health St Helena (FKA St Helena Hospital - Napa Valley),Adventist Health (AKA Adventist Health System/West)
1659361392,Sierra Nevada Memorial Hospital,Dignity Health
1538265780,Tahoe Forest Hospital,Tahoe Forest Health System (FKA Tahoe Forest Hospital District)
1194926279,Providence St Jude Medical Center,Providence Health & Services - Southern California (FKA Providence Health & Services - California)
1558575746,Providence St Joseph Hospital Orange,Providence Health & Services - Southern California (FKA Providence Health & Services - California)
1891938122,AHMC Anaheim Regional Medical Center,AHMC Healthcare
1518951300,Hoag Hospital Newport Beach,Hoag Health System
1659538858,Garden Grove Hospital Medical Center,Prime Healthcare Services
1649253972,Providence Mission Hospital Laguna Beach,Providence Health & Services - Southern California (FKA Providence Health & Services - California)
1689608150,UCI Medical Center (FKA UC Irvine Medical Center),University of California Health (AKA UC Health-CA)
1083622120,Huntington Beach Hospital,Prime Healthcare Services Foundation
1821002007,Fountain Valley Regional Hospital & Medical Center,Tenet Health Pacific Coast
1992752315,Providence Mission Hospital Mission Viejo,Providence Health & Services - Southern California (FKA Providence Health & Services - California)
1922039205,College Hospital Costa Mesa,College Health Enterprises
1568493922,Los Alamitos Medical Center,Tenet Health Pacific Coast
1699986331,Los Angeles General Medical Center (FKA LAC & USC Medical Center),Los Angeles County Health Services (FKA Los Angeles County Department of Health Services)
1487865184,Harbor - UCLA Medical Center,Los Angeles County Health Services (FKA Los Angeles County Department of Health Services)
1871501916,West Anaheim Medical Center,Prime Healthcare Services
1497702575,Orange Coast Medical Center (FKA Orange Coast Memorial Medical Center),MemorialCare Health System
1700817756,Placentia-Linda Hospital,Tenet Health Pacific Coast
1417965559,La Palma Intercommunity Hospital,Prime Healthcare Services Foundation
1144375056,Orange County - Anaheim Medical Center,Kaiser Permanente Southern California
1275576381,Saddleback Medical Center (FKA Saddleback Memorial Medical Center - Laguna Hills),MemorialCare Health System
1790778488,Anaheim Global Medical Center (FKA Western Medical Center Hospital Anaheim),KPC Group (AKA KPC Healthcare)
1427041110,Chapman Global Medical Center (FKA Chapman Medical Center),KPC Group (AKA KPC Healthcare)
1982697678,Orange County Global Medical Center (FKA Western Medical Center Santa Ana),KPC Group (AKA KPC Healthcare)
1558354258,South Coast Global Medical Center (FKA Coastal Communities Hospital),KPC Group (AKA KPC Healthcare)
1336154020,Rancho Los Amigos National Rehabilitation Center,Los Angeles County Health Services (FKA Los Angeles County Department of Health Services)
1194774299,Sutter Auburn Faith Hospital,Sutter Health
1356390264,Sutter Roseville Medical Center,Sutter Health
1982600920,Eastern Plumas Hospital - Portola Campus,
1326094269,Plumas District Hospital,
1396848677,Seneca Healthcare District Hospital,
1174793459,Moreno Valley Medical Center,Kaiser Permanente Southern California
1467764308,Menifee Global Medical Center (FKA Menifee Valley Medical Center),Physicians for Healthy Hospitals (AKA Hemet Global Medical Center)
1306991211,Riverside Medical Center,Kaiser Permanente Southern California
1013981554,Eisenhower Health,
1477584993,JFK Memorial Hospital,Desert Care Network
1194705202,Palo Verde Hospital,
1114239068,Hemet Global Medical Center (FKA Hemet Valley Medical Center),Physicians for Healthy Hospitals (AKA Hemet Global Medical Center)
1457347239,Corona Regional Medical Center - Main Street Campus,Southwest Healthcare System
1821159195,Riverside University Health System Medical Center (FKA Riverside County Regional Medical Center),
1104856095,Desert Regional Medical Center,Desert Care Network
1225038953,Parkview Community Hospital Medical Center,AHMC Healthcare
1568469997,San Gorgonio Memorial Hospital,
1114971660,Riverside Community Hospital,HCA Far West Division
1487694857,Mercy General Hospital,Dignity Health
1811946734,Sutter Medical Center - Ose Adams Medical Pavilion (FKA Sutter General Hospital),Sutter Health
1497705834,Sacramento VA Medical Center,VA Sierra Pacific Network (VISN 21)
1952476665,Sacramento Medical Center,Kaiser Permanente Northern California
1356389878,Mercy Hospital of Folsom,Dignity Health
1972541498,Mercy San Juan Medical Center,Dignity Health
1528138088,South Sacramento Medical Center,Kaiser Permanente Northern California
1467560599,Methodist Hospital of Sacramento,Dignity Health
1710918545,University of California Davis Medical Center (AKA UC Davis Medical Center),University of California Davis Health (AKA UC Davis Health)
1275578817,Hazel Hawkins Memorial Hospital,
1780655670,Barstow Community Hospital,Quorum Health Corporation
1710109186,Providence St Mary Medical Center,Providence Health & Services - Southern California (FKA Providence Health & Services - California)
1194731935,Loma Linda University Medical Center,Loma Linda University Health
1720158009,Arrowhead Regional Medical Center,
1851787295,Hi Desert Medical Center,Desert Care Network
1043354111,Redlands Community Hospital,
1780681189,San Antonio Regional Hospital (FKA San Antonio Community Hospital),
1235290818,Community Hospital of San Bernardino,Dignity Health
1689769911,St Bernardine Medical Center,Dignity Health
1356496772,Fontana Medical Center,Kaiser Permanente Southern California
1962407460,Chino Valley Medical Center,Prime Healthcare Services
1073553756,Bear Valley Community Hospital (AKA Bear Valley Community Healthcare District),
1992721161,Montclair Hospital Medical Center,Prime Healthcare Services Foundation
1609827153,Jerry L Pettis Memorial Veterans Hospital,VA Desert Pacific Healthcare Network (VISN 22)
1851396576,Desert Valley Hospital,Prime Healthcare Services
1679879589,Victor Valley Global Medical Center,KPC Group (AKA KPC Healthcare)
1457520942,Colorado River Medical Center,
1245380799,Mountains Community Hospital,
1215195383,Kaiser Permanente Zion Medical Center,Kaiser Permanente Southern California
1700829199,Scripps Memorial Hospital Encinitas,Scripps Health
1841233780,Scripps Green Hospital,Scripps Health
1447222674,Fallbrook Hospital (Closed 2014-12-01),
1891747333,Jennifer Moreno Department of Veterans Affairs Medical Center (FKA San Diego VA Medical Center),VA Desert Pacific Healthcare Network (VISN 22)
1265468946,Alvarado Hospital Medical Center,Prime Healthcare Services
1376513754,Palomar Medical Center Poway (FKA Pomerado Hospital),Palomar Health
1770725897,Palomar Medical Center Downtown Escondido (FKA Palomar Health Downtown Campus - Permanently Closed),Palomar Health
1801861190,Tri-City Medical Center,
1659359446,Scripps Mercy Hospital San Diego,Scripps Health
1407839921,Sharp Memorial Hospital,Sharp HealthCare
1154304475,Sharp Coronado Hospital,Sharp HealthCare
1396728630,Sharp Chula Vista Medical Center,Sharp HealthCare
1841277704,Scripps Memorial Hospital La Jolla,Scripps Health
1356410351,Paradise Valley Hospital,Prime Healthcare Services
1184722779,UC San Diego Medical Center,University of California San Diego Health System (AKA UC San Diego Health)
1528041811,Sharp Grossmont Hospital,Sharp HealthCare
1730238007,California Pacific Medical Center - Mission Bernal Campus (FKA California Pacific Medical Center - St Lukes Campus),California Pacific Medical Center
1265590442,California Pacific Medical Center - Davies Campus,California Pacific Medical Center
1164609962,Zuckerberg San Francisco General Hospital (FKA San Francisco General Hospital),San Francisco Health Network (AKA San Francisco Department of Public Health)
1639278369,San Francisco Medical Center,Kaiser Permanente Northern California
1902964109,California Pacific Medical Center - Pacific Campus (Closed - All Inpatient Services Moved to Van Ness Campus),California Pacific Medical Center
1316061997,Saint Francis Memorial Hospital,Dignity Health
1235172560,Laguna Honda Hospital and Rehabilitation Center,San Francisco Health Network (AKA San Francisco Department of Public Health)
1174667158,St Marys Medical Center,Dignity Health
1275665358,UCSF Helen Diller Medical Center at Parnassus Heights,University of California San Francisco Health System (AKA UCSF Health)
1992898837,Chinese Hospital,
1790735231,San Francisco VA Medical Center,VA Sierra Pacific Network (VISN 21)
1316938301,Adventist Health Lodi Memorial,Adventist Health (AKA Adventist Health System/West)
1740354851,Manteca Medical Center,Kaiser Permanente Northern California
1952476525,San Joaquin General Hospital,Dignity Health
1538163886,Dameron Hospital,Adventist Health (AKA Adventist Health System/West)
1528190931,St Josephs Medical Center,Dignity Health
1992736599,Doctors Hospital of Manteca,Tenet Healthcare
1821442864,Sutter Tracy Community Hospital,Sutter Health
1881760452,French Hospital Medical Center,Dignity Health
1396778197,Twin Cities Community Hospital,Tenet Health Central Coast
1639101116,Sierra Vista Regional Medical Center,Tenet Health Central Coast
1770659336,Arroyo Grande Community Hospital,Dignity Health
1043670334,Mills-Peninsula Medical Center,Mills-Peninsula Health Services
1386714814,Redwood City Medical Center,Kaiser Permanente Northern California
1295199701,Menlo Park Surgical Hospital (Closed),Sutter Health
1568646735,Sequoia Hospital,Dignity Health
1154428688,AHMC Seton Medical Center (FKA Seton Medical Center),AHMC Healthcare
1003985755,San Mateo Medical Center (AKA San Mateo County Health System),
1982774337,South San Francisco Medical Center,Kaiser Permanente Northern California
